position,rpm,lmin,xanthan,rep,fluid,n_bursts,metric,dt_ms,tau_s,N,rho1,tau_int,N_eff,N_eff_ar1
1,125,80,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.12816538062317986,499.0,0.12706043399063927,1.2816538062317986,389.3407077431574,386.48934014685574
1,125,80,0125,rep_2,xanthan,1,count,100.0,0.23221363017662197,497.0,0.18470323696454347,2.3221363017662195,214.02705759432865,342.02868582248084
1,125,80,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.37341096644703237,497.0,0.1898410040481882,3.7341096644703238,133.09732296533892,338.4057362438514
1,125,80,025,rep_1,xanthan,1,count,100.0,0.2816254848953154,500.0,0.34743556380301,2.8162548489531543,177.54075068378765,242.1505167769167
1,125,80,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.2590516554161022,500.0,0.3951722456206176,2.5905165541610224,193.01169845715674,216.7573775488687
1,125,80,025,rep_2,xanthan,1,count,100.0,0.16865951723009326,500.0,0.2914044858117489,1.6865951723009327,296.45525388162736,274.35072511105744
1,125,80,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.1942440129226344,500.0,0.37677416495913657,1.942440129226344,257.4081911081323,226.33553523259246
1,125,90,000,rep_1,water,10,count,7.6923,0.26451249416326716,500.0,0.9554665244215887,34.38665862788336,14.54052298046084,11.386918421317363
1,125,90,000,rep_1,water,10,mean_diameter_mm,7.6923,0.24754352922358,491.0,0.864910192328594,32.18069097975638,15.257596560274887,35.56691139311081
1,125,90,000,rep_2,water,10,count,7.6923,0.12972056642233026,500.0,0.9311479452542705,16.86369049859343,29.649500507715324,17.826716724353275
1,125,90,000,rep_2,water,10,mean_diameter_mm,7.6923,0.06914670681033477,491.0,0.7717845452361588,8.989080874424396,54.62182472926528,63.24346184773303
